X,Y,Scaled_X,Scaled_Y
-121.74640382,38.5400357,146.2344695744646,230.48235143578037
-121.74643646,38.54002385,145.85259616011268,230.112560110432
-121.74646671,38.54001133,145.49868467765754,229.72186075238622
-121.74649735,38.53999927,145.14021036968393,229.34551616316728
-121.7465284,38.53998798,144.77693924477722,228.9932002083622
-121.7465616,38.53997488,144.38851408062604,228.58440135934114
-121.74659422,38.53995864,144.00687465735615,228.07761561048179
-121.74662401,38.5399413,143.65834496945615,227.5365032407461
-121.74665196,38.53992458,143.3313424594442,227.01473860262792
-121.74667949,38.53990828,143.00925376149067,226.50608049269437
-121.74670381,38.53989398,142.72472062930015,226.05983442085883
-121.74672659,38.53988027,142.45820480893283,225.63199989999282
-121.74674351,38.53987022,142.2602483697935,225.31837940886618
-121.74674512,38.5398667,142.24141208926616,225.20853422192891
-121.7467382,38.539868,142.32237299701265,225.24910204668157
-121.74672678,38.5398715,142.4559818937363,225.35832311318683
-121.74671535,38.53987835,142.5897077860841,225.5720843436227
-121.74670689,38.53988866,142.68868600565378,225.89381839969988
-121.74670087,38.53990148,142.7591173155383,226.29387956333844
-121.74670022,38.53991972,142.76672202512373,226.8630773502958
-121.74670058,38.53993907,142.76251018597895,227.46691381834552
-121.74670129,38.53995913,142.75420350314732,228.09290655973487
-121.74670184,38.53997958,142.74776874897225,228.73106964866088
-121.74670253,38.54000233,142.73969605738895,229.44100658127766
-121.74670279,38.54002599,142.73665417348826,230.17934099111045
-121.74670083,38.54004849,142.75958529770244,230.8814764189927
-121.74669738,38.54006835,142.79994875595153,231.50122795672746
-121.7466958,38.54008305,142.81843404993887,231.95995643631562
-121.74669553,38.54009581,142.82159292929745,232.35814523887998
-121.74669495,38.54010357,142.82837867001248,232.60030394653182
-121.74669616,38.5401095,142.8142222107941,232.785355639314
-121.74669974,38.54011363,142.77233781059468,232.91423649787447
-121.74670543,38.54011631,142.70576735314867,232.99786862888593
-121.74671513,38.5401186,142.59228168782062,233.06933041236073
-121.74672553,38.5401199,142.47060633511882,233.10989823711336
-121.74673722,38.54012041,142.33383855903662,233.12581330679842
-121.74674635,38.54011993,142.2270216389657,233.11083441776134
-121.74675648,38.54011952,142.1085051656225,233.09803994979268
-121.74676651,38.54011823,141.99115864768964,233.05778418525605
-121.74677528,38.54011581,141.8885535667635,232.98226561941684
-121.74678366,38.54011336,141.79051131135586,232.90581087270795
-121.74679393,38.54011177,141.67035690077066,232.85619330257856
-121.74680372,38.54010948,141.55581827549014,232.784731518882
-121.74681279,38.54010714,141.4497033284992,232.71170943454902
-121.74682333,38.54010587,141.32639003855542,232.6720777902226
-121.7468313,38.54010222,141.23314460008083,232.55817582092098
-121.74683877,38.54010208,141.1457489381593,232.55380697811887
-121.74684904,38.54010138,141.02559452740783,232.5319627649952
-121.74686325,38.54009842,140.8593438773122,232.43959294860124
-121.74688116,38.54009557,140.649804880691,232.35065579436142
-121.74689715,38.5400934,140.4627290261198,232.28293873325677
-121.74691296,38.5400902,140.27775909095476,232.18307947234425
-121.74693164,38.54008445,140.05921143842193,232.00364486300643
-121.74695046,38.54007957,139.83902584848087,231.85135949024234
-121.74696801,38.54007727,139.63369869083817,231.77958564632982
-121.74698269,38.5400761,139.46194925089574,231.74307460416333
-121.74699399,38.54007673,139.329744300332,231.76273439621852
-121.74700426,38.54007563,139.20958988974684,231.72840777512047
-121.74701331,38.54007201,139.10370893383794,231.6154419864668
-121.74702407,38.54006764,138.97782174215763,231.47907168316607
-121.74703841,38.5400634,138.81005015011166,231.34675816267318
-121.74705535,38.54005849,138.6118597200565,231.19353660926114
-121.74707674,38.54005444,138.36160627847997,231.06715223220684
-121.74709994,38.54004993,138.09017664572164,230.92641308654746
-121.74712234,38.54004833,137.82810665541493,230.87648345598032
-121.74714432,38.54004928,137.57095047749917,230.90612917406025
-121.74716483,38.54005118,137.3309926427025,230.96542061022015
-121.74718399,38.54005615,137.10682920469873,231.12051452470638
-121.74720118,38.54006448,136.9057138862008,231.3804606631175
-121.74722062,38.54007488,136.67827457338055,231.70500326091687
-121.74724525,38.54008625,136.39011457950105,232.05981569722815
-121.74726639,38.54009566,136.14278602636728,232.3534643360836
-121.74728177,38.54010381,135.96284689905113,232.60779339105036
-121.74730053,38.54011334,135.74336328219002,232.90518675227597
-121.74731973,38.54012423,135.51873186202212,233.24502029955013
-121.74733803,38.54013586,135.30463003971613,233.6079463005902
-121.74735707,38.54014878,135.08187054787228,234.01112806638866
-121.74737483,38.54016176,134.87408648428348,234.41618219303956
-121.74739335,38.54017524,134.65741076024096,234.836839329603
-121.74740965,38.54018764,134.46670804414705,235.22379396527867
-121.74742864,38.54019808,134.24453353009153,235.54958480394197
-121.74744898,38.54020718,134.00656461924308,235.8335595769887
-121.74746869,38.54021482,133.77596642689798,236.07197356227041
-121.74749119,38.54022069,133.51272648134716,236.25515289375664
-121.74751786,38.54022618,133.2006993992577,236.42647393814397
-121.7475434,38.54022861,132.90189281222462,236.50230456442088
-121.74757029,38.54023068,132.5872918283986,236.5669010238091
-121.7475995,38.54023106,132.24554788121367,236.57875931112977
-121.74763185,38.54023233,131.86706733730236,236.61839095523445
-121.74766149,38.54023417,131.5202925824348,236.67581003009838
-121.74769303,38.54023549,131.15128867659922,236.71700197528298
-121.7477209,38.54023685,130.82522213058303,236.75944216110983
-121.74774341,38.54023942,130.5618651895743,236.83964162996713
-121.74776267,38.54024088,130.33653179616016,236.88520241773213
-121.74778363,38.54024413,130.0913091624325,236.98662197950287
-121.74780707,38.5402529,129.81707163702185,237.26029876630886
-121.74783109,38.54026868,129.53604837056366,237.75272974634137
-121.74785489,38.54028894,129.25759900600823,238.38496369182877
-121.7478751,38.54031463,129.02115103711012,239.18664632018582
-121.74789551,38.54034412,128.78236315755754,240.10691182108434
-121.74791542,38.54037606,128.54942505472425,241.10363206847
-121.74793286,38.54040909,128.34538484794982,242.13436687651603
-121.74794733,38.54044078,128.17609231411976,243.12328561916718
-121.74795944,38.54047067,128.03441072564655,244.0560335275966
-121.74797027,38.54049892,127.90770456526212,244.9376035648167
-121.74798088,38.54052446,127.78357230644797,245.7346052905991
-121.74799163,38.54054879,127.65780211022556,246.49384773335103
-121.74800288,38.54057181,127.52618213745015,247.21221029113434
-121.74801312,38.54059451,127.40637871340493,247.9205869226712
-121.74802228,38.5406148,127.29921080662777,248.55375704858483
-121.74803025,38.54063419,127.20596536815322,249.15884175727675
-121.7480377,38.54065341,127.11880369731374,249.7586214427403
-121.74804584,38.54067072,127.0235693347247,250.29879763204974
-121.74805528,38.54068517,126.91312555313105,250.74972460690338
-121.7480643,38.54069618,126.8075955839284,251.09330287610422
-121.74807341,38.54070423,126.7010126547733,251.34451132935456
-121.74808486,38.54071227,126.56705277134343,251.5954077221672
-121.7480965,38.5407204,126.43086997288326,251.849112656702
-121.74810765,38.5407323,126.3004199555182,252.22046428313033
-121.74811734,38.54074581,126.18705128564805,252.64205759989827
-121.74812411,38.54076073,126.10784531076771,253.10765140379476
-121.74812947,38.54077608,126.04513570609276,253.58666379564838
-121.74813461,38.5407942,125.98500000298809,254.15211686023562
-121.74813962,38.54081314,125.92638524166749,254.7431588603167
-121.74814514,38.54083656,125.86180370833596,255.47400382585263
-121.74814851,38.54086289,125.82237621441517,256.2956583064809
-121.74815293,38.54089139,125.77066418943379,257.1850298484355
-121.74815833,38.54092276,125.70748660259468,258.16396266506194
-121.74816273,38.54095302,125.65600856869537,259.10825680059605
-121.74816988,38.54098235,125.57235676375446,260.02352933826046
-121.74817941,38.54100929,125.46086002237462,260.8642194905119
-121.74819074,38.54103489,125.32830408543718,261.6630935773685
-121.74820331,38.54106065,125.1812407025751,262.4669606272375
-121.74821483,38.54108626,125.04646185044109,263.2661467743101
-121.7482283,38.54110926,124.88886886971707,263.9838852116614
-121.74823993,38.54113287,124.75280306671482,264.72065932063595
-121.74825225,38.54115592,124.60866457212924,265.43995805906724
-121.74826248,38.54117875,124.48897814354193,266.1523914731902
-121.74827292,38.54120386,124.36683480867599,266.9359746107937
-121.74828388,38.54123088,124.23860770634123,267.7791612445514
-121.74829579,38.54125651,124.09926602852248,268.5789715118342
-121.74830866,38.54128592,123.94869277959558,269.4967405312266
-121.74832089,38.54131569,123.80560724479619,270.42574371728585
-121.74832973,38.54134877,123.70218319516594,271.4580388264118
-121.74833841,38.54138309,123.60063107385973,272.52902939899445
-121.74834648,38.54141592,123.50621568014107,273.55352300338586
-121.7483522,38.54144617,123.43929423615508,274.49750507870397
-121.74835817,38.54147493,123.36944790389259,275.3949901856092
-121.74836364,38.5415024,123.30545134834937,276.2522195279777
-121.74837001,38.54153044,123.23092519477795,277.1272363013272
-121.74837847,38.54155814,123.13194697520828,277.99164302799824
-121.74838738,38.54158459,123.02770395687389,278.8170422309966
-121.74839648,38.54160838,122.92123802334297,279.5594334234155
-121.74840409,38.54163419,122.83220442401317,280.36486077436444
-121.7484125,38.54166124,122.73381118206555,281.20898358877
-121.74842495,38.54168812,122.58815174552963,282.0478013799473
-121.74843857,38.5417176,122.42880383177321,282.9677548204081
-121.7484546,38.54174578,122.24125999503788,283.847140436338
-121.74846931,38.54177621,122.06915956838922,284.79673959510046
-121.74848173,38.54180993,121.92385111855955,285.84900655627587
-121.74849001,38.54183781,121.82697881856227,286.7190303663913
-121.74849681,38.54185919,121.74742185714196,287.38621505296527
-121.74850552,38.54187685,121.64551874946203,287.9373133489474
-121.74851704,38.54188957,121.51073989732804,288.3342539108695
-121.74853137,38.54190097,121.34308530090622,288.690002527607
-121.74854846,38.54190864,121.14313993781865,288.9293526935367
-121.74856798,38.54191338,120.91476466050385,289.07726922349866
-121.7485888,38.54191477,120.67117996435071,289.12064558997344
-121.74861266,38.54191462,120.39202862638281,289.1159646871771
-121.74863785,38.54191056,120.0973168830366,288.9892682499068
-121.74866508,38.54190203,119.77873805114791,288.7230809078411
-121.74869481,38.54189183,119.43091033632787,288.4047795136963
-121.74872566,38.54188016,119.06997912207562,288.0406052717923
-121.74876213,38.54186779,118.64329641924776,287.65458681654286
-121.748801,38.54185471,118.18853478889889,287.2464120879538
-121.74884152,38.54184335,117.71446889585857,286.89191171185854
-121.74888371,38.54183253,117.22086474904472,286.5542625860963
-121.74892709,38.54182155,116.71333813409454,286.2116204973217
-121.74896905,38.54181178,116.22242488447512,285.9067376915775
-121.749007,38.54180117,115.77842684290401,285.5756418296859
-121.74904405,38.5417893,115.34495839936109,285.20522638390554
-121.74908232,38.54177942,114.89721650080935,284.89691091600724
-121.74912296,38.54176968,114.42174666144285,284.592964290911
-121.74916125,38.54176031,113.97377077180904,284.3005638926978
-121.74919778,38.54175375,113.54638609573496,284.09585240786043
-121.74923748,38.54175165,113.08191383622828,284.03031976804596
