X,Y
125.47,163.02
125.68,163.15
125.85,163.24
125.99,163.3
126.11,163.31
126.2,163.23
126.26,163.14
126.3,163.05
126.36,162.88
126.41,162.71
126.44,162.57
126.45,162.44
126.46,162.29
126.44,162.16
126.43,162.05
126.41,161.95
126.38,161.87
126.36,161.87
126.35,161.87
126.33,161.88
126.31,161.89
126.29,161.9
126.24,161.98
126.2,162.06
126.17,162.12
126.12,162.32
126.11,162.42
126.11,162.5
126.11,162.57
126.09,162.66
126.06,162.75
126.05,162.88
126.03,162.98
126.01,163.04
125.99,163.09
125.98,163.11
125.96,163.12
125.97,163.06
125.97,163.01
125.95,162.9
125.94,162.79
125.92,162.67
125.9,162.56
125.9,162.48
125.9,162.43
125.89,162.4
125.88,162.37
125.86,162.29
125.86,162.31
125.87,162.31
125.86,162.3
125.91,162.28
125.88,162.56
125.87,162.73
125.88,162.83
125.88,162.9
125.89,162.89
125.89,162.87
125.9,162.86
125.9,162.84
125.91,162.82
125.94,162.78
125.98,162.76
126.02,162.73
126.05,162.72
126.06,162.73
126.07,162.72
126.1,162.69
126.1,162.71
126.08,162.72
126.05,162.73
126.0,162.78
125.94,162.88
125.87,163.02
125.79,163.24
125.68,163.51
125.58,163.79
125.51,164.08
125.44,164.36
125.37,164.67
125.31,165.0
125.24,165.39
125.18,165.8
125.11,166.2
125.06,166.56
125.0,166.87
124.96,167.15
124.91,167.42
124.87,167.66
124.83,167.88
124.8,168.09
124.77,168.23
124.75,168.28
124.71,168.3
124.67,168.31
124.63,168.32
124.58,168.35
124.54,168.37
124.52,168.36
124.5,168.36
124.47,168.45
124.42,168.52
124.33,168.57
124.23,168.64
124.12,168.62
124.0,168.57
123.88,168.5
123.72,168.42
123.56,168.35
123.39,168.22
123.2,168.06
122.99,167.86
122.76,167.64
122.52,167.36
122.28,167.04
122.04,166.7
121.79,166.29
121.55,165.88
121.33,165.46
121.13,164.96
120.95,164.42
120.79,163.87
120.66,163.24
120.55,162.68
120.45,162.07
120.37,161.48
120.28,160.92
120.19,160.36
120.09,159.72
119.97,159.15
119.77,158.57
119.53,157.96
119.28,157.34
119.03,156.65
118.78,155.92
118.56,155.13
118.39,154.24
118.29,153.3
118.23,152.22
118.26,150.99
118.32,149.65
118.42,148.27
118.54,146.96
118.61,146.11
118.69,145.41
118.69,144.82
118.71,144.13
118.73,143.23
118.78,142.57
118.87,141.8
118.95,141.0
119.02,140.16
119.09,139.28
119.15,138.31
119.21,137.34
119.26,136.37
119.27,135.54
119.26,134.81
119.24,134.12
119.17,133.47
119.06,132.89
118.92,132.36
118.75,131.87
118.58,131.47
118.42,131.06
118.28,130.64
118.15,130.21
118.03,129.84
117.91,129.52
117.82,129.28
117.81,129.02
117.81,128.78
117.85,128.53
117.9,128.31
117.96,128.07
118.04,127.82
118.11,127.64
118.19,127.38
118.27,127.14
118.34,126.93
118.41,126.77
118.46,126.67
118.53,126.49
118.59,126.38
118.65,126.3
118.69,126.26
118.73,126.24
118.75,126.24
118.77,126.1
118.75,125.98
118.73,125.86
118.73,125.72
118.75,125.54
118.78,125.28
118.86,125.03
118.97,124.75
119.09,124.46
119.2,124.14
119.3,123.79
119.39,123.52
119.48,123.38
119.56,123.27
119.63,123.14
119.7,122.95
119.76,122.71
119.8,122.37
119.81,121.93
119.78,121.4
119.69,120.69
119.55,119.93
119.34,119.14
119.09,118.34
118.8,117.53
118.48,116.62
118.26,115.72
118.09,114.86
118.01,113.99
117.94,113.2
117.88,112.33
117.85,111.54
117.85,110.78
117.85,110.08
117.86,109.32
117.86,108.65
117.86,107.9
117.85,107.25
117.85,106.6
117.88,105.93
117.97,105.22
118.07,104.49
118.16,103.72
118.26,102.84
118.35,102.08
118.45,101.32
118.59,100.58
118.75,99.74
118.91,98.91
119.08,98.03
119.26,97.09
119.43,96.09
119.58,95.15
119.72,94.22
119.85,93.33
119.97,92.46
120.08,91.61
120.22,90.77
120.38,89.87
120.53,89.05
120.67,88.25
120.77,87.46
120.86,86.66
120.94,85.84
121.0,84.96
121.05,84.15
121.11,83.34
121.18,82.54
121.31,81.76
121.48,81.01
121.69,80.26
121.9,79.35
122.09,78.2
122.26,76.95
122.39,75.65
122.48,74.4
122.58,73.07
122.68,71.77
122.78,70.56
122.85,69.37
122.93,68.21
123.01,67.09
123.09,66.0
123.16,64.94
123.25,63.79
123.35,62.64
123.46,61.43
123.58,60.25
123.68,59.03
123.78,57.84
123.87,56.67
123.97,55.54
124.06,54.43
124.18,53.36
124.3,52.27
124.4,51.15
124.52,50.1
124.62,49.1
124.75,48.15
124.86,47.28
125.01,46.52
125.27,45.95
125.6,45.58
125.96,45.44
126.36,45.5
126.78,45.66
127.24,45.91
127.7,46.29
128.15,46.73
128.6,47.2
129.04,47.64
129.49,48.08
129.92,48.46
130.33,48.87
130.69,49.37
131.0,49.9
131.27,50.36
131.51,50.63
131.71,50.79
131.87,50.89
132.03,50.88
132.19,50.75
132.36,50.46
132.5,50.05
132.63,49.55
132.74,49.03
132.85,48.46
132.95,47.82
133.03,47.12
133.11,46.37
133.17,45.59
133.21,44.7
133.2,43.74
133.13,42.83
132.97,42.01
132.71,41.43
132.36,41.04
131.98,40.77
131.58,40.53
131.19,40.29
130.85,39.99
130.59,39.74
130.38,39.5
130.21,39.25
130.08,39.01
129.97,38.82
129.87,38.68
129.76,38.6
129.65,38.51
129.53,38.46
129.41,38.46
129.29,38.45
129.14,38.37
129.05,38.07
128.96,37.72
128.86,37.32
128.76,36.9
128.64,36.69
128.5,36.47
128.36,36.23
128.2,35.96
128.03,35.71
127.87,35.41
127.68,34.98
127.51,34.57
127.34,34.14
127.15,33.72
126.89,33.34
126.56,33.01
126.22,32.74
125.84,32.47
125.46,32.22
125.12,31.99
124.84,31.75
124.61,31.48
124.46,31.18
124.37,30.85
124.34,30.54
124.37,30.19
124.43,29.83
124.53,29.44
124.64,29.02
124.78,28.53
124.94,28.11
125.1,27.63
125.24,27.09
125.39,26.47
125.51,25.86
125.64,25.23
125.81,24.55
125.99,23.8
126.16,22.88
126.3,21.97
126.45,20.93
126.57,19.89
126.68,18.9
126.79,17.92
126.9,16.98
127.01,16.05
127.08,15.14
127.12,14.21
127.14,13.28
127.16,12.37
127.15,11.52
127.1,10.77
126.97,10.12
126.76,9.62
126.48,9.26
126.19,8.97
125.88,8.71
125.58,8.51
125.28,8.41
124.94,8.29
124.56,8.17
124.18,8.11
123.77,8.02
123.35,7.9
122.92,7.81
122.48,7.76
122.02,7.69
121.55,7.58
121.08,7.44
120.59,7.32
120.11,7.13
119.64,6.98
119.17,6.84
118.7,6.76
118.23,6.63
117.87,6.5
117.49,6.38
117.16,6.29
116.79,6.17
116.38,6.05
116.08,5.93
115.74,5.73
115.45,5.61
115.1,5.4
114.81,5.22
114.44,5.02
114.12,4.87
113.81,4.73
113.48,4.51
113.16,4.27
112.79,4.08
112.47,3.87
112.11,3.7
111.75,3.48
111.4,3.24
111.04,2.99
110.64,2.78
110.26,2.5
109.85,2.17
109.51,1.9
109.18,1.65
108.88,1.43
108.56,1.21
108.21,1.03
107.86,0.96
107.62,0.91
107.4,0.83
107.18,0.75
106.97,0.67
106.74,0.65
106.51,0.69
106.3,0.73
106.11,0.74
105.95,0.73
105.81,0.77
105.67,0.82
105.56,0.85
105.45,0.88
105.34,0.98
105.26,1.02
105.19,1.02
105.11,1.01
105.04,0.93
104.97,0.84
104.91,0.73
104.86,0.66
104.57,0.28
104.75,0.21
104.84,0.18
104.89,0.09
104.88,0.0
